Player,Networks
76561198158022300,"['10.net', '400.net', '240.net']"
76561198158820156,"['10.net', '400.net', '240.net']"
76561198158954387,"['10.net', '400.net', '240.net']"
76561198158955498,"['10.net', '400.net', '240.net']"
76561198160398410,"['10.net', '400.net', '240.net']"
76561198160524626,"['10.net', '400.net', '240.net']"
76561198160755784,"['10.net', '400.net', '240.net']"
76561198162174397,"['10.net', '400.net', '240.net']"
76561198162342545,"['10.net', '400.net', '240.net']"
76561198162557489,"['10.net', '400.net', '240.net']"
76561198163601209,"['10.net', '400.net', '240.net']"
76561198164341704,"['10.net', '400.net', '240.net']"
76561198164401493,"['10.net', '400.net', '240.net']"
76561198164471663,"['10.net', '400.net', '240.net']"
76561198164759179,"['10.net', '400.net', '240.net']"
76561198165172000,"['10.net', '400.net', '240.net']"
76561198165222295,"['10.net', '400.net', '240.net']"
76561198166253582,"['10.net', '400.net', '240.net']"
76561198166254461,"['10.net', '400.net', '240.net']"
76561198166902116,"['10.net', '400.net', '240.net']"
76561198167390493,"['10.net', '400.net', '240.net']"
76561198167394188,"['10.net', '400.net', '240.net']"
76561198167697627,"['10.net', '400.net', '240.net']"
76561198168510701,"['10.net', '400.net', '240.net']"
76561198170044425,"['10.net', '400.net', '240.net']"
76561198171510887,"['10.net', '400.net', '240.net']"
76561198172925593,"['10.net', '400.net', '240.net']"
76561198174174686,"['10.net', '400.net', '240.net']"
76561198176462195,"['10.net', '400.net', '240.net']"
76561198176584601,"['10.net', '400.net', '240.net']"
76561198176725237,"['10.net', '400.net', '240.net']"
76561198177085597,"['10.net', '400.net', '240.net']"
76561198177801433,"['10.net', '400.net', '240.net']"
76561198178959593,"['10.net', '400.net', '240.net']"
76561198179690843,"['10.net', '400.net', '240.net']"
76561198179933509,"['10.net', '400.net', '240.net']"
76561198180012475,"['10.net', '400.net', '240.net']"
76561198183450315,"['10.net', '400.net', '240.net']"
76561198183595473,"['10.net', '400.net', '240.net']"
76561198186330287,"['10.net', '400.net', '240.net']"
76561198186474793,"['10.net', '400.net', '240.net']"
76561198189629985,"['10.net', '400.net', '240.net', '320.net']"
76561198190515383,"['10.net', '400.net', '240.net']"
76561198190904849,"['10.net', '400.net', '240.net']"
76561198191755365,"['10.net', '400.net', '240.net']"
76561198193401154,"['10.net', '400.net', '240.net']"
76561198194040587,"['10.net', '400.net', '240.net', '322330.net']"
76561198194622907,"['10.net', '400.net', '240.net']"
76561198194680793,"['10.net', '400.net', '240.net']"
76561198194793510,"['10.net', '400.net', '240.net']"
76561198194887130,"['10.net', '400.net', '240.net']"
76561198195101193,"['10.net', '400.net', '240.net']"
76561198195288731,"['10.net', '400.net', '240.net']"
76561198197313378,"['10.net', '400.net', '240.net']"
76561198198620191,"['10.net', '400.net', '240.net']"
76561198199012462,"['10.net', '400.net', '240.net']"
76561198199403091,"['10.net', '400.net', '240.net']"
76561198199595411,"['10.net', '400.net', '240.net']"
76561198199759714,"['10.net', '400.net', '240.net']"
76561198199803885,"['10.net', '400.net', '240.net']"
76561198202201540,"['10.net', '400.net', '240.net']"
76561198202398471,"['10.net', '400.net', '240.net']"
76561198202606668,"['10.net', '400.net', '240.net']"
76561198202755366,"['10.net', '400.net', '240.net']"
76561198202962493,"['10.net', '400.net', '240.net']"
76561198203390228,"['10.net', '400.net', '240.net']"
76561198206823421,"['10.net', '400.net', '240.net']"
76561198206988028,"['10.net', '400.net', '240.net']"
76561198207184619,"['10.net', '400.net', '240.net']"
76561198208823028,"['10.net', '400.net', '240.net']"
76561198209258795,"['10.net', '400.net', '240.net']"
76561198210749689,"['10.net', '400.net', '240.net']"
76561198212534332,"['10.net', '400.net', '240.net']"
76561198213517555,"['10.net', '400.net', '240.net']"
76561198214016693,"['10.net', '400.net', '240.net']"
76561198214202736,"['10.net', '400.net', '240.net']"
76561198214357488,"['10.net', '400.net', '240.net']"
76561198214571067,"['10.net', '400.net', '240.net']"
76561198215754123,"['10.net', '400.net', '240.net']"
76561198216182441,"['10.net', '400.net', '240.net']"
76561198217272416,"['10.net', '400.net', '240.net']"
76561198219263673,"['10.net', '400.net', '240.net']"
76561198219977223,"['10.net', '400.net', '240.net']"
76561198228468060,"['10.net', '400.net', '240.net']"
76561198229944244,"['10.net', '400.net', '240.net']"
76561198232100960,"['10.net', '400.net', '240.net']"
76561198236727636,"['10.net', '400.net', '240.net']"
76561198236734910,"['10.net', '400.net', '240.net']"
76561198236884310,"['10.net', '400.net', '240.net']"
76561198237648498,"['10.net', '400.net', '240.net']"
76561198240797186,"['10.net', '400.net', '240.net']"
76561198243230504,"['10.net', '400.net', '240.net']"
76561198243424958,"['10.net', '400.net', '240.net']"
76561198244040120,"['10.net', '400.net', '240.net']"
76561198245272734,"['10.net', '400.net', '240.net']"
76561198247924114,"['10.net', '400.net', '240.net']"
76561198248230870,"['10.net', '400.net', '240.net']"
76561198248348858,"['10.net', '400.net', '240.net']"
76561198249874176,"['10.net', '400.net', '240.net']"
76561198249954826,"['10.net', '400.net', '240.net']"
76561198253119582,"['10.net', '400.net', '240.net']"
76561198253131963,"['10.net', '400.net', '240.net']"
76561198253522335,"['10.net', '400.net', '240.net']"
76561198254263601,"['10.net', '400.net', '240.net']"
76561198254944913,"['10.net', '400.net', '240.net']"
76561198256314078,"['10.net', '400.net', '240.net']"
76561198256614686,"['10.net', '400.net', '240.net']"
76561198257538617,"['10.net', '400.net', '240.net']"
76561198257801208,"['10.net', '400.net', '240.net']"
76561198258308881,"['10.net', '400.net', '240.net']"
76561198258929285,"['10.net', '400.net', '240.net']"
76561198259213851,"['10.net', '400.net', '240.net']"
76561198259246910,"['10.net', '400.net', '240.net']"
76561198260031749,"['10.net', '400.net', '240.net']"
76561198260175926,"['10.net', '400.net', '240.net']"
76561198260246137,"['10.net', '400.net', '240.net']"
76561198261000322,"['10.net', '400.net', '240.net']"
76561198262105264,"['10.net', '400.net', '240.net']"
76561198262332685,"['10.net', '400.net', '240.net', '320.net']"
76561198262935165,"['10.net', '400.net', '240.net']"
76561198263106234,"['10.net', '400.net', '240.net', '320.net']"
76561198263784049,"['10.net', '400.net', '240.net']"
76561198264270627,"['10.net', '400.net', '240.net']"
76561198265379142,"['10.net', '400.net', '240.net']"
76561198267299414,"['10.net', '400.net', '240.net']"
76561198267656653,"['10.net', '400.net', '240.net']"
76561198268749500,"['10.net', '400.net', '240.net']"
76561198269216043,"['10.net', '400.net', '240.net']"
76561198269278298,"['10.net', '400.net', '240.net']"
76561198270969593,"['10.net', '400.net', '240.net']"
76561198271190947,"['10.net', '400.net', '240.net']"
76561198271603105,"['10.net', '400.net', '240.net']"
76561198271749026,"['10.net', '400.net', '240.net']"
76561198272344790,"['10.net', '400.net', '240.net']"
76561198272916206,"['10.net', '400.net', '240.net']"
76561198273071707,"['10.net', '400.net', '240.net']"
76561198274151104,"['10.net', '400.net', '240.net']"
76561198274514355,"['10.net', '400.net', '240.net']"
76561198274950846,"['10.net', '400.net', '240.net']"
76561198275157437,"['10.net', '400.net', '240.net']"
76561198275603914,"['10.net', '400.net', '240.net']"
76561198275627367,"['10.net', '400.net', '240.net']"
76561198276673546,"['10.net', '400.net', '240.net']"
76561198276996663,"['10.net', '400.net', '240.net']"
76561198278436637,"['10.net', '400.net', '240.net']"
76561198278467089,"['10.net', '400.net', '240.net']"
76561198279236704,"['10.net', '400.net', '240.net']"
76561198279421762,"['10.net', '400.net', '240.net']"
76561198280146539,"['10.net', '400.net', '240.net']"
76561198280935808,"['10.net', '400.net', '240.net']"
76561198282828702,"['10.net', '400.net', '240.net']"
76561198282845463,"['10.net', '400.net', '240.net']"
76561198282982809,"['10.net', '400.net', '240.net']"
76561198283150543,"['10.net', '400.net', '240.net']"
76561198285573041,"['10.net', '400.net', '240.net']"
76561198286152927,"['10.net', '400.net', '240.net']"
76561198287773135,"['10.net', '400.net', '240.net']"
76561198288572697,"['10.net', '400.net', '240.net']"
76561198289734401,"['10.net', '400.net', '240.net']"
76561198290655767,"['10.net', '400.net', '240.net']"
76561198291289953,"['10.net', '400.net', '240.net']"
76561198292021227,"['10.net', '400.net', '240.net']"
76561198292450567,"['10.net', '400.net', '240.net']"
76561198292513503,"['10.net', '400.net', '240.net']"
76561198292577516,"['10.net', '400.net', '240.net']"
76561198293660577,"['10.net', '400.net', '240.net']"
76561198293868885,"['10.net', '400.net', '240.net']"
76561198294112911,"['10.net', '400.net', '240.net']"
76561198294717570,"['10.net', '400.net', '240.net']"
76561198294877091,"['10.net', '400.net', '240.net']"
76561198295292850,"['10.net', '400.net', '240.net']"
76561198295864174,"['10.net', '400.net', '240.net']"
76561198296618762,"['10.net', '400.net', '240.net']"
76561198296911654,"['10.net', '400.net', '240.net']"
76561198297296547,"['10.net', '400.net', '240.net']"
76561198298714192,"['10.net', '400.net', '240.net']"
76561198299310540,"['10.net', '400.net', '240.net']"
76561198299372290,"['10.net', '400.net', '240.net']"
76561198300405331,"['10.net', '400.net', '240.net']"
76561198300533842,"['10.net', '400.net', '240.net']"
76561198300756230,"['10.net', '400.net', '240.net']"
76561198302397302,"['10.net', '400.net', '240.net']"
76561198304270513,"['10.net', '400.net', '240.net']"
76561198304568514,"['10.net', '400.net', '240.net']"
76561198304570117,"['10.net', '400.net', '240.net']"
76561198304857145,"['10.net', '400.net', '240.net']"
76561198306054397,"['10.net', '400.net', '240.net']"
76561198306359300,"['10.net', '400.net', '240.net']"
76561198307754420,"['10.net', '400.net', '240.net']"
76561198308200431,"['10.net', '400.net', '240.net']"
76561198308628242,"['10.net', '400.net', '240.net']"
76561198308877831,"['10.net', '400.net', '240.net']"
76561198309005359,"['10.net', '400.net', '240.net']"
76561198310862754,"['10.net', '400.net', '340.net', '240.net']"
76561198311211186,"['10.net', '400.net', '240.net']"
76561198311861003,"['10.net', '400.net', '240.net']"
76561198311977101,"['10.net', '400.net', '240.net']"
76561198312196006,"['10.net', '400.net', '240.net']"
76561198312926520,"['10.net', '400.net', '240.net']"
76561198313121203,"['10.net', '400.net', '240.net']"
76561198314163681,"['10.net', '400.net', '240.net']"
76561198314628039,"['10.net', '400.net', '240.net']"
76561198315811275,"['10.net', '400.net', '240.net']"
76561198319040455,"['10.net', '400.net', '240.net']"
76561198319473896,"['10.net', '400.net', '240.net']"
76561198320388648,"['10.net', '400.net', '240.net']"
76561198320689015,"['10.net', '400.net', '240.net']"
76561198320920614,"['10.net', '400.net', '240.net']"
76561198322097053,"['10.net', '400.net', '240.net']"
76561198323733815,"['10.net', '400.net', '240.net']"
76561198324100704,"['10.net', '400.net', '240.net']"
76561198324709710,"['10.net', '400.net', '240.net']"
76561198325111639,"['10.net', '400.net', '240.net']"
76561198325669462,"['10.net', '400.net', '240.net']"
76561198326413758,"['10.net', '400.net', '240.net']"
76561198326673989,"['10.net', '400.net', '240.net']"
76561198328116459,"['10.net', '400.net', '240.net']"
76561198329592698,"['10.net', '400.net', '240.net']"
76561198329759380,"['10.net', '400.net', '240.net']"
76561198332444946,"['10.net', '400.net', '240.net']"
76561198333439367,"['10.net', '400.net', '240.net']"
76561198333476736,"['10.net', '400.net', '240.net']"
76561198333926115,"['10.net', '400.net', '240.net']"
76561198335319988,"['10.net', '400.net', '240.net']"
76561198336267866,"['10.net', '400.net', '240.net']"
76561198338807564,"['10.net', '400.net', '240.net']"
76561198339873532,"['10.net', '400.net', '240.net']"
76561198340487715,"['10.net', '400.net', '240.net']"
76561198341085701,"['10.net', '400.net', '240.net']"
76561198342892852,"['10.net', '400.net', '240.net']"
76561198343332824,"['10.net', '400.net', '240.net']"
76561198344158984,"['10.net', '400.net', '240.net']"
76561198345638513,"['10.net', '400.net', '240.net']"
76561198345836572,"['10.net', '400.net', '240.net']"
76561198346302849,"['10.net', '400.net', '240.net']"
76561198346753652,"['10.net', '400.net', '240.net']"
76561198346788135,"['10.net', '400.net', '240.net']"
76561198347649830,"['10.net', '400.net', '240.net']"
76561198348731141,"['10.net', '400.net', '240.net']"
76561198348935730,"['10.net', '400.net', '240.net']"
76561198349489915,"['10.net', '400.net', '240.net']"
76561198349789554,"['10.net', '400.net', '240.net']"
76561198350008392,"['10.net', '400.net', '240.net']"
76561198351042751,"['10.net', '400.net', '240.net']"
76561198351083184,"['10.net', '400.net', '240.net']"
76561198351865642,"['10.net', '400.net', '240.net']"
76561198353182148,"['10.net', '400.net', '240.net']"
76561198353245443,"['10.net', '400.net', '240.net']"
76561198353765493,"['10.net', '431960.net', '400.net', '240.net']"
76561198353967456,"['10.net', '400.net', '240.net']"
76561198354657646,"['10.net', '400.net', '240.net']"
76561198355195688,"['10.net', '400.net', '240.net']"
76561198359161717,"['10.net', '400.net', '240.net']"
76561198359951345,"['10.net', '400.net', '240.net']"
76561198360507645,"['10.net', '400.net', '240.net']"
76561198361226114,"['10.net', '400.net', '240.net']"
76561198362472286,"['10.net', '400.net', '240.net']"
76561198363100621,"['10.net', '400.net', '240.net']"
76561198365122082,"['10.net', '240.net']"
76561198367746463,"['10.net', '240.net']"
76561198367768930,"['10.net', '240.net']"
76561198369097470,"['10.net', '240.net']"
76561198369129664,"['10.net', '240.net']"
76561198371181497,"['10.net', '240.net']"
76561198371352370,"['10.net', '240.net']"
76561198376770408,"['10.net', '240.net']"
76561198377349688,"['10.net', '240.net']"
76561198377402356,"['10.net', '240.net']"
76561198380670676,"['10.net', '240.net']"
76561198381834277,"['10.net', '240.net']"
76561198382305644,"['10.net', '240.net']"
76561198382788069,"['10.net', '240.net', '320.net']"
76561198383111655,"['10.net', '240.net']"
76561198384656055,"['10.net', '240.net']"
76561198385838954,"['10.net', '240.net']"
76561198386067209,"['10.net', '240.net', '320.net']"
76561198389123781,"['10.net', '340.net', '240.net']"
76561198390553992,"['10.net', '240.net']"
76561198392506384,"['10.net', '240.net']"
76561198392846297,"['10.net', '240.net']"
76561198392886441,"['10.net', '240.net']"
76561198393043302,"['10.net', '240.net']"
76561198393867156,"['10.net', '240.net']"
76561198396013989,"['10.net', '240.net']"
76561198397416105,"['10.net', '240.net']"
76561198397722368,"['10.net', '240.net']"
76561198397925231,"['10.net', '240.net']"
76561198399188092,"['10.net', '240.net']"
76561198399899119,"['10.net', '240.net']"
76561198400358040,"['10.net', '240.net']"
76561198400703530,"['10.net', '240.net']"
76561198400802434,"['10.net', '240.net']"
76561198405752636,"['10.net', '240.net']"
76561198405879111,"['10.net', '240.net']"
76561198407957485,"['10.net', '240.net']"
76561198408566333,"['10.net', '240.net']"
76561198408676879,"['10.net', '240.net']"
76561198409345140,"['10.net', '240.net']"
76561198410635634,"['10.net', '240.net']"
76561198410833425,"['10.net', '240.net']"
76561198410857961,"['10.net', '240.net']"
76561198410958939,"['10.net', '240.net']"
76561198411073997,"['10.net', '240.net']"
76561198411310816,"['10.net', '240.net']"
76561198414347789,"['10.net', '240.net']"
76561198415732978,"['10.net', '240.net']"
76561198416734832,"['10.net', '240.net']"
76561198417704112,"['10.net', '240.net']"
76561198418700524,"['10.net', '240.net']"
76561198419258020,"['10.net', '240.net']"
76561198422377977,"['10.net', '240.net']"
76561198423521219,"['10.net', '240.net']"
76561198423572236,"['10.net', '240.net']"
76561198423586017,"['10.net', '240.net']"
76561198423930524,"['10.net', '240.net']"
76561198424779095,"['10.net', '240.net']"
76561198425402438,"['10.net', '240.net']"
76561198426300723,"['10.net', '240.net']"
76561198430398462,"['10.net', '240.net']"
76561198431164174,"['10.net', '240.net']"
76561198431515354,"['10.net', '240.net']"
76561198432993187,"['10.net', '240.net']"
76561198433416529,"['10.net', '240.net']"
76561198436682015,"['10.net', '240.net']"
76561198436793063,"['10.net', '240.net']"
76561198437689819,"['10.net', '240.net']"
76561198438150831,"['10.net', '240.net']"
76561198439745290,"['10.net', '240.net']"
76561198439883081,"['10.net', '240.net']"
76561198442344274,"['10.net', '240.net']"
76561198446297289,"['10.net', '240.net']"
76561198446717315,"['10.net', '240.net']"
76561198447564280,"['10.net', '240.net']"
76561198449429870,"['10.net', '240.net']"
76561198449773309,"['10.net', '240.net']"
76561198451979068,"['10.net', '240.net']"
76561198452106916,"['10.net', '240.net']"
76561198453341958,"['10.net', '240.net']"
76561198453711714,"['10.net', '240.net']"
76561198668821559,"['10.net', '240.net']"
76561198795952917,"['10.net', '240.net']"
76561198796195734,"['10.net', '240.net']"
76561198796487993,"['10.net', '240.net']"
76561198796851430,"['10.net', '240.net']"
76561198797306713,"['10.net', '240.net']"
76561198800731333,"['10.net', '240.net']"
76561198800977733,"['10.net', '240.net']"
76561198801446695,"['10.net', '240.net']"
76561198804074529,"['10.net', '240.net']"
76561198804361505,"['10.net', '240.net']"
76561198804989053,"['10.net', '240.net']"
76561198805153905,"['10.net', '240.net']"
76561198806219523,"['10.net', '340.net', '240.net']"
76561198807170173,"['10.net', '240.net']"
76561198807434202,"['10.net', '240.net']"
76561198808448094,"['10.net', '240.net']"
76561198808666885,"['10.net', '240.net']"
76561198811627046,"['10.net', '240.net']"
76561198812323549,"['10.net', '240.net']"
76561198812810957,"['10.net', '240.net']"
76561198812853327,"['10.net', '240.net']"
76561198814048219,"['10.net', '240.net', '320.net']"
76561198814694135,"['10.net', '240.net']"
76561198814958234,"['10.net', '240.net']"
76561198815958762,"['10.net', '240.net']"
76561198815969732,"['10.net', '240.net']"
76561198819510872,"['10.net', '240.net']"
76561198820644624,"['10.net', '240.net']"
76561198822351743,"['10.net', '240.net']"
76561198823176523,"['10.net', '240.net']"
76561198823457910,"['10.net', '240.net']"
76561198823576022,"['10.net', '240.net']"
76561198824060004,"['10.net', '240.net']"
76561198824808633,"['10.net', '240.net']"
76561198828407216,"['10.net', '240.net']"
76561198828618380,"['10.net', '240.net']"
76561198829884810,"['10.net', '240.net']"
76561198830427650,"['10.net', '240.net']"
76561197999248028,"['8930.net', '620.net']"
76561198044477411,"['8930.net', '340.net']"
76561198809156345,"['1097150.net', '730.net']"
76561198826107091,"['1097150.net', '252950.net']"
76561198846377902,"['1097150.net', '240.net']"
76561198188093413,"['1938090.net', '440.net']"
76561198001175797,"['1623730.net', '377160.net']"
76561198186017098,"['1623730.net', '377160.net']"
76561198847906381,"['1623730.net', '377160.net']"
76561198854430127,"['291550.net', '440.net']"
76561197970414019,"['570.net', '552990.net']"
76561198038162732,"['553850.net', '433850.net']"
76561199277578730,"['4000.net', '236390.net']"
76561199096133688,"['4000.net', '236390.net']"
76561199467107029,"['4000.net', '236390.net']"
76561199258003624,"['4000.net', '236390.net']"
76561199024166817,"['4000.net', '236390.net']"
76561199232568973,"['4000.net', '236390.net']"
76561198360741042,"['4000.net', '236390.net']"
76561198025516697,"['377160.net', '322330.net']"
76561198201618610,"['377160.net', '1063730.net']"
76561197994374201,"['251570.net', '1172470.net']"
76561198330954877,"['251570.net', '1172470.net']"
76561198017159207,"['400.net', '236390.net']"
76561198073845488,"['901583.net', '320.net']"
76561198831551023,"['901583.net', '320.net']"
76561199624628852,"['901583.net', '320.net']"
76561198130704943,"['901583.net', '320.net']"
76561198237831634,"['901583.net', '320.net']"
76561199063091871,"['901583.net', '320.net']"
76561199231030105,"['901583.net', '340.net']"
76561198084299767,"['901583.net', '320.net']"
76561199026308981,"['901583.net', '340.net', '320.net']"
76561198992804232,"['901583.net', '320.net']"
76561199174308724,"['901583.net', '320.net']"
76561199364814518,"['901583.net', '340.net']"
76561198958663261,"['901583.net', '320.net']"
76561198373179419,"['901583.net', '320.net']"
76561198897560804,"['901583.net', '320.net']"
76561198076852024,"['901583.net', '320.net']"
76561198840140335,"['901583.net', '320.net']"
76561199018097392,"['901583.net', '320.net']"
76561199027158156,"['901583.net', '340.net']"
76561198123031865,"['901583.net', '320.net']"
76561198255860288,"['814380.net', '440.net']"
76561198318893421,"['814380.net', '1966720.net']"
76561198357958922,"['814380.net', '1063730.net']"
76561198065441328,"['814380.net', '320.net']"
76561198126893981,"['814380.net', '1966720.net']"
76561197968125636,"['552990.net', '1085660.net']"
76561198164332067,"['552990.net', '1085660.net']"
76561198146151032,"['552990.net', '292030.net']"
76561198144911224,"['1063730.net', '236390.net']"
76561198119609795,"['1063730.net', '320.net']"
76561198327205690,"['340.net', '320.net']"
76561198082333806,"['340.net', '320.net']"
76561198218943151,"['340.net', '320.net']"
76561199070702210,"['340.net', '320.net']"
76561198090223772,"['620.net', '108600.net']"
76561199162245445,"['620.net', '108600.net']"
76561199041974019,"['620.net', '108600.net']"
76561199521655816,"['620.net', '108600.net']"
76561199389702548,"['620.net', '108600.net']"
76561199276106401,"['620.net', '108600.net']"
76561198314635685,"['620.net', '108600.net']"
76561198353372340,"['620.net', '108600.net']"
76561198300369633,"['620.net', '108600.net']"
76561198043887593,"['620.net', '108600.net']"
76561198091915296,"['620.net', '108600.net']"
76561199211006452,"['620.net', '108600.net']"
76561198909946661,"['620.net', '108600.net']"
76561198111963549,"['620.net', '108600.net']"
76561198975662062,"['620.net', '108600.net']"
76561198125282843,"['620.net', '108600.net']"
76561198388750573,"['620.net', '108600.net']"
76561198165700155,"['620.net', '108600.net']"
76561199207946369,"['620.net', '108600.net']"
76561199016486663,"['620.net', '108600.net']"
76561199234140762,"['620.net', '108600.net']"
76561198319811063,"['620.net', '108600.net']"
76561199033257833,"['620.net', '108600.net']"
76561199105963214,"['620.net', '108600.net']"
76561198037722805,"['620.net', '108600.net']"
76561199520601832,"['620.net', '108600.net']"
76561198084126364,"['620.net', '108600.net']"
76561197975277652,"['620.net', '108600.net']"
76561198045715971,"['620.net', '108600.net']"
76561199268274549,"['620.net', '108600.net']"
76561199200668558,"['620.net', '108600.net']"
76561198171946319,"['620.net', '108600.net']"
76561198333193158,"['620.net', '108600.net']"
76561198049294742,"['620.net', '108600.net']"
76561199032239540,"['620.net', '108600.net']"
76561199177066766,"['620.net', '108600.net']"
76561197996892993,"['620.net', '108600.net']"
76561198163117970,"['620.net', '108600.net']"
76561198164389898,"['620.net', '108600.net']"
76561198950879045,"['620.net', '108600.net']"
76561198102434887,"['620.net', '108600.net']"
76561198117100179,"['620.net', '108600.net']"
76561198839727563,"['620.net', '108600.net']"
76561199015533393,"['620.net', '108600.net']"
76561198090780599,"['620.net', '108600.net']"
76561198132332983,"['620.net', '108600.net']"
76561198973095710,"['620.net', '108600.net']"
76561198093556832,"['620.net', '108600.net']"
76561199000383800,"['620.net', '108600.net']"
76561198367819095,"['620.net', '108600.net']"
76561198874250093,"['620.net', '108600.net']"
76561198832934477,"['620.net', '108600.net']"
76561198242778316,"['620.net', '108600.net']"
76561198202341391,"['620.net', '108600.net']"
76561198218250621,"['620.net', '108600.net']"
76561198197229206,"['620.net', '108600.net']"
76561198822240788,"['620.net', '108600.net']"
76561198077631893,"['620.net', '108600.net']"
76561198859368107,"['620.net', '108600.net']"
76561198003746171,"['620.net', '108600.net']"
76561198326454766,"['648800.net', '433850.net']"
76561198894340052,"['240.net', '320.net']"
76561199081411415,"['320.net', '108600.net']"
76561198170849705,"['320.net', '236390.net']"
76561197994902942,"['440.net', '1966720.net']"
76561198046841025,"['322330.net', '433850.net']"
